"Contact.ID","Contact.Source.ID","Full.Name..Company.or.Person.","Employee.ID","Primary.Email","Job.Title","Office","Practice.Area","Practice.Group","Status","Alumni","Kirkland.Title"
106,2,"Daniel, Lyle",960,"lyle.daniel@lawfirmllp.com","Partner","Chicago","Transactional","International Litigation & Arbitration","Inactive","Yes","Associate"
107,2,"Mosher, Jaleesa",965,"jaleesa.mosher@lawfirmllp.com","Retired","Chicago","","","Inactive","Yes","Associate"
108,2,"Purkis, Hollis",1092,"hollis.purkis@lawfirmllp.com","","Washington, D.C.","Transactional","Government Contracts","Inactive","Yes","Partner"
109,2,"Howden, Edris",1093,"edris.howden@lawfirmllp.com","President","Chicago","","","Inactive","Yes","Associate"
110,2,"France, Chasity",1094,"chasity.france@lawfirmllp.com","Tax Consultant","Chicago","Transactional","Litigation","Inactive","Yes","Associate"
111,2,"Whiteley, Sandi",1095,"sandi.whiteley@lawfirmllp.com","Partner and General Counsel","Chicago","Transactional","Class Action Litigation","Inactive","Yes","Associate"
112,2,"Lower, Armando",1097,"armando.lower@lawfirmllp.com","Assistant General Counsel, IP Litigation","New York","Intellectual Property","Patent","Inactive","Yes","Associate"
113,2,"Ankers, Salvatore",1098,"salvatore.ankers@lawfirmllp.com","Partner","Washington, D.C.","Litigation","International Litigation & Arbitration","Inactive","Yes","Partner"
114,2,"Wynn, Delmar",1101,"delmar.wynn@lawfirmllp.com","Senior Attorney","Chicago","Transactional","Investment Management","Inactive","Yes","Associate"
115,2,"Macvicar, Dorie",1104,"dorie.macvicar@lawfirmllp.com","","New York","Transactional","Class Action Litigation","Inactive","Yes","Associate"
116,2,"Horncastle, George",1107,"george.horncastle@lawfirmllp.com","Co-Executive Director","Chicago","Business Development","Administrative Mgt - BD","Inactive","","Chief Marketing Officer"
117,2,"Keeble, Rudy",1109,"rudy.keeble@lawfirmllp.com","President","Chicago","Transactional","International Litigation & Arbitration","Inactive","Yes","Associate"
118,2,"Scorer, Mason",1116,"mason.scorer@lawfirmllp.com","","Los Angeles","","","Inactive","Yes","Associate"
119,2,"Bignell, Evan",1117,"evan.bignell@lawfirmllp.com","Partner","Washington, D.C.","Transactional","Class Action Litigation","Inactive","Yes","Associate"
120,2,"Crosby, Thad",1118,"thad.crosby@lawfirmllp.com","","Chicago","Transactional","Securities Litigations","Inactive","Yes","Associate"
121,2,"Findlow, Sylvester",1120,"sylvester.findlow@lawfirmllp.com","President and Portfolio Manager","Chicago","Transactional","Securities Litigations","Inactive","Yes","Associate"
122,2,"Mc Cutcheon, Santos",1132,"santos.mc cutcheon@lawfirmllp.com","Intellectual Property Counsel","Chicago","Intellectual Property","Copyright & Trademark","Inactive","Yes","Associate"
123,2,"Zunkel, Jordon",1134,"jordon.zunkel@lawfirmllp.com","","Chicago","Intellectual Property","Patent","Inactive","Yes","Associate"
124,2,"Carl, Eddie",1135,"eddie.carl@lawfirmllp.com","Assistant United States Attorney","Chicago","Litigation","International Litigation & Arbitration","Inactive","Yes","Partner"
125,2,"Elton, Geraldo",1137,"geraldo.elton@lawfirmllp.com","Staff Attorney, Office of Legal Policy","Chicago","Transactional","Corporate Finance","Inactive","Yes","Associate"
126,2,"Coggan, Reyes",1138,"reyes.coggan@lawfirmllp.com","Partner","Chicago","Transactional","Private Equity","Active","","Partner"
127,2,"Davoren, Sonny",1140,"sonny.davoren@lawfirmllp.com","Senior Vice President Intellectual Property Enforcement and Litigation","Palo Alto","Intellectual Property","Patent","Inactive","Yes","Partner"
128,2,"Mcrobbie, Teodoro",1142,"teodoro.mcrobbie@lawfirmllp.com","Chief Counsel","Washington, D.C.","Litigation","Antitrust & Competitions","Inactive","Yes","Associate"
129,2,"Wheelton, Wilber",1143,"wilber.wheelton@lawfirmllp.com","Partner","Washington, D.C.","Litigation","Class Action Litigation","Inactive","Yes","Partner"
130,2,"Grindrod, Myesha",1149,"myesha.grindrod@lawfirmllp.com","","New York","Transactional","Tax","Inactive","Yes","Associate"
131,2,"Mcdowell, Waylon",1154,"waylon.mcdowell@lawfirmllp.com","","New York","Transactional","Trusts & Estates","Inactive","Yes","Partner"
132,2,"Pangborne, Stevie",1156,"stevie.pangborne@lawfirmllp.com","Partner","New York","Transactional","Mergers & Acquisitions","Inactive","Yes","Partner"
133,2,"Babthorpe, Ashlea",1157,"ashlea.babthorpe@lawfirmllp.com","","Chicago","","","Inactive","Yes","Associate"
134,2,"Stobart, Milo",1199,"milo.stobart@lawfirmllp.com","","Washington, D.C.","Intellectual Property","Patent","Inactive","Yes","Associate"
135,2,"Kinghorn, Jayson",1202,"jayson.kinghorn@lawfirmllp.com","","Washington, D.C.","Transactional","Corporate","Inactive","Yes","Associate"
136,2,"De Croft, Noble",1204,"noble.de croft@lawfirmllp.com","","Washington, D.C.","Transactional","Corporate Finance","Inactive","Yes","Associate"
137,2,"Webb, Garth",1215,"garth.webb@lawfirmllp.com","","Chicago","","","Inactive","Yes","Associate"
138,2,"Hoff, Davis",1247,"davis.hoff@lawfirmllp.com","Partner","Chicago","Intellectual Property","Copyright & Trademark","Inactive","Yes","Partner"
139,2,"O'mara, Mike",1250,"mike.o'mara@lawfirmllp.com","General Counsel","Chicago","Transactional","Real Estate","Inactive","Yes","Partner"
140,2,"Hewson, Slyvia",1251,"slyvia.hewson@lawfirmllp.com","Partner","Chicago","Transactional","Private Equity","Active","","Partner"
141,2,"Wilks, Daron",1253,"daron.wilks@lawfirmllp.com","Assistant U.S. Attorney","Washington, D.C.","Transactional","Securities Litigations","Inactive","Yes","Associate"
142,2,"Foxcraft, Judson",1254,"judson.foxcraft@lawfirmllp.com","","Washington, D.C.","Litigation","Litigation","Inactive","Yes","Associate"
143,2,"Granville, Chris",1255,"chris.granville@lawfirmllp.com","Vice President and Deputy General Counsel","Chicago","Litigation","Litigation","Inactive","Yes","Partner"
144,2,"Hamilton, Alexander",1449,"alexander.hamilton@lawfirmllp.com","Professor of Law","Washington, D.C.","Litigation","Class Action Litigation","Inactive","Yes","Of Counsel"
145,2,"Pounde, Roberto",1466,"roberto.pounde@lawfirmllp.com","Partner","New York","Litigation","Securities Litigations","Active","","Partner"
146,2,"Nunn, Jesus",1495,"jesus.nunn@lawfirmllp.com","President","Chicago","","","Inactive","Yes","Partner"
147,2,"Lemons, Eugene",1496,"eugene.lemons@lawfirmllp.com","Middle and Upper School Science Department Chair","Chicago","Litigation","Class Action Litigation","Inactive","Yes","Associate"
148,2,"Longley, Clyde",1504,"clyde.longley@lawfirmllp.com","Partner","Chicago","Transactional","Taxation","Active","","Partner"
149,2,"Weall, Manuela",1509,"manuela.weall@lawfirmllp.com","","New York","Litigation","Securities Litigations","Inactive","Yes","Partner"
150,2,"Prissel, Lamont",1515,"lamont.prissel@lawfirmllp.com","Partner","Chicago","Intellectual Property","Copyright & Trademark","Inactive","Yes","Associate"
151,2,"Corris, Emmanuel",1517,"emmanuel.corris@lawfirmllp.com","Partner","","","","Inactive","Yes",""
152,2,"Flemming, Bill",1522,"bill.flemming@lawfirmllp.com","","New York","Transactional","Corporate","Inactive","Yes","Associate"
154,2,"Howard, Brendon",1530,"brendon.howard@lawfirmllp.com","Partner","Chicago","Intellectual Property","Patent","Active","","Partner"
155,2,"Rohrabacher, Zelma",1537,"zelma.rohrabacher@lawfirmllp.com","","Chicago","","","Inactive","Yes","Associate"
156,2,"Cavendish, Beau",1538,"beau.cavendish@lawfirmllp.com","Partner","New York","Transactional","Corporate","Inactive","Yes","Associate"
157,2,"Hudson, Geraldine",1540,"geraldine.hudson@lawfirmllp.com","","Denver","Transactional","General","Inactive","Yes","Partner"
158,2,"Ormsby, Lucien",1543,"lucien.ormsby@lawfirmllp.com","","Washington, D.C.","","","Inactive","Yes","Associate"
159,2,"Boak, Karina",1552,"karina.boak@lawfirmllp.com","Founder","","","","Inactive","Yes",""
160,2,"Empringham, Lucas",1561,"lucas.empringham@lawfirmllp.com","","Washington, D.C.","Transactional","International Litigation & Arbitration","Inactive","Yes","Partner"
161,2,"Rowcliffe, Penney",1566,"penney.rowcliffe@lawfirmllp.com","","Chicago","Transactional","International Litigation & Arbitration","Inactive","Yes","Associate"
162,2,"Farrar Nee Riley, Walton",1568,"walton.farrar nee riley@lawfirmllp.com","","Los Angeles","Litigation","Class Action Litigation","Inactive","Yes","Partner"
163,2,"Burridge, Arlen",1570,"arlen.burridge@lawfirmllp.com","Shareholder and Co-Chair","Chicago","Litigation","Litigation","Inactive","Yes","Partner"
164,2,"Shipp, Leonel",1576,"leonel.shipp@lawfirmllp.com","","New York","Transactional","Corporate","Inactive","Yes","Associate"
165,2,"D'abzac, Mildred",1579,"mildred.d'abzac@lawfirmllp.com","","Chicago","Litigation","Class Action Litigation","Inactive","Yes","Of Counsel"
166,2,"Churchilll, Sherell",1580,"sherell.churchilll@lawfirmllp.com","","Washington, D.C.","Litigation","Environmental Litigation","Inactive","Yes","Associate"
168,2,"Attridge, Sammie",1582,"sammie.attridge@lawfirmllp.com","Legal Search Consultant","Chicago","","","Inactive","Yes","Associate"
169,2,"Hobson, Jodie",1584,"jodie.hobson@lawfirmllp.com","","New York","Restructuring","Restructuring","Inactive","Yes","Partner"
170,2,"Verner, Zachariah",1590,"zachariah.verner@lawfirmllp.com","Attorney","Chicago","","","Inactive","Yes","Partner"
171,2,"Spurr, Rosario",1600,"rosario.spurr@lawfirmllp.com","","Chicago","","","Inactive","Yes","Associate"
172,2,"Chancy, Frederic",1601,"frederic.chancy@lawfirmllp.com","Partner","Chicago","Litigation","International Litigation & Arbitration","Inactive","Yes","Partner"
173,2,"Alcocks, Kurtis",1603,"kurtis.alcocks@lawfirmllp.com","Administrative Assistant","Chicago","","","Inactive","Yes","Associate"
174,2,"Andrew, Odell",1617,"odell.andrew@lawfirmllp.com","","Washington, D.C.","","","Inactive","Yes","Associate"
175,2,"Moran, Oswaldo",1618,"oswaldo.moran@lawfirmllp.com","","Chicago","","","Inactive","Yes","Associate"
176,2,"D'oyly, Ezra",1620,"ezra.d'oyly@lawfirmllp.com","","Chicago","","","Inactive","Yes","Associate"
177,2,"Swerdfeger, Eddy",1626,"eddy.swerdfeger@lawfirmllp.com","Partner","Chicago","Transactional","Private Equity","Active","","Partner"
178,2,"Marjorie, Elbert",1627,"elbert.marjorie@lawfirmllp.com","","New York","Intellectual Property","Copyright & Trademark","Inactive","Yes","Associate"
179,2,"Elton, Josh",1628,"josh.elton@lawfirmllp.com","","Chicago","Transactional","Securities Litigations","Inactive","Yes","Associate"
180,2,"Footer, Antoine",1630,"antoine.footer@lawfirmllp.com","","Chicago","","","Inactive","Yes","Associate"
181,2,"Griffin, Ferdinand",1642,"ferdinand.griffin@lawfirmllp.com","Partner","Chicago","Litigation","International Litigation & Arbitration","Inactive","Yes","Partner"
182,2,"Giddings, Stevie",1649,"stevie.giddings@lawfirmllp.com","Partner","Chicago","Litigation","Securities Litigations","Inactive","Yes","Partner"
183,2,"Carmen, Dennis",1656,"dennis.carmen@lawfirmllp.com","","Chicago","","","Inactive","Yes","Associate"
184,2,"Barter, George",1693,"george.barter@lawfirmllp.com","Managing Director","Chicago","","","Inactive","Yes","Associate"
185,2,"Gunnel, Issac",1707,"issac.gunnel@lawfirmllp.com","Partner","Munich","Transactional","Mergers & Acquisitions","Active","","Partner"
186,2,"Muxlow, Ginny",1714,"ginny.muxlow@lawfirmllp.com","Attorney","Chicago","","","Inactive","Yes","Associate"
187,2,"Ebbels, Tesha",1719,"tesha.ebbels@lawfirmllp.com","","New York","Litigation","Antitrust & Competitions","Inactive","Yes","Associate"
188,2,"Furse, Daren",1720,"daren.furse@lawfirmllp.com","","New York","Intellectual Property","Copyright & Trademark","Inactive","Yes","Associate"
189,2,"Pilmoor, Janice",1723,"janice.pilmoor@lawfirmllp.com","General Counsel","Chicago","Transactional","Corporate Finance","Inactive","Yes","Associate"
190,2,"Hale, Barney",1727,"barney.hale@lawfirmllp.com","Legal Counsel","Washington, D.C.","Litigation","Antitrust & Competitions","Inactive","Yes","Of Counsel"
191,2,"Von Brandenburg-Ansbach, Tyson",1875,"tyson.von brandenburg-ansbach@lawfirmllp.com","Partner","Chicago","Transactional","Litigation","Inactive","Yes","Partner"
192,2,"Titcomb, Brock",1883,"brock.titcomb@lawfirmllp.com","Partner","Chicago","Litigation","Class Action Litigation","Active","","Partner"
193,2,"Haworth, Abdul",1885,"abdul.haworth@lawfirmllp.com","Of Counsel","Washington, D.C.","Transactional","Futures & Derivatives","Inactive","Yes","Partner"
194,2,"Watcher, Wilson",1887,"wilson.watcher@lawfirmllp.com","Vice President, Secretary and General Counsel","New York","Intellectual Property","Copyright & Trademark","Inactive","Yes","Partner"
195,2,"Theakston, Donnie",1888,"donnie.theakston@lawfirmllp.com","Partner","Washington, D.C.","Intellectual Property","Copyright & Trademark","Active","","Partner"
196,2,"Vasey, Bertha",1890,"bertha.vasey@lawfirmllp.com","Partner","Denver","Transactional","Litigation","Inactive","Yes","Associate"
197,2,"Saunders, Everette",1891,"everette.saunders@lawfirmllp.com","Partner","Washington, D.C.","Litigation","International Litigation & Arbitration","Active","","Partner"
198,2,"Lenhardt, Benton",1892,"benton.lenhardt@lawfirmllp.com","","Chicago","","","Inactive","Yes","Associate"
199,2,"Blee, Elidia",1893,"elidia.blee@lawfirmllp.com","","Chicago","Transactional","Investment Management","Inactive","Yes","Associate"
200,2,"Lightner, Ricky",1894,"ricky.lightner@lawfirmllp.com","Partner","Chicago","Transactional","Class Action Litigation","Inactive","Yes","Associate"
201,2,"Crossley, Marshall",1897,"marshall.crossley@lawfirmllp.com","","Washington, D.C.","Litigation","Litigation","Inactive","Yes","Partner"
202,2,"Parkhurst, Marco",1900,"marco.parkhurst@lawfirmllp.com","Managing Counsel, Greater Gulf of Mexico","Denver","Transactional","Antitrust & Competitions","Inactive","Yes","Associate"
203,2,"Hollywell, Freddy",1903,"freddy.hollywell@lawfirmllp.com","","Chicago","Litigation","Litigation","Inactive","Yes","Associate"
204,2,"Bowers, Harland",1904,"harland.bowers@lawfirmllp.com","Partner","Chicago","Transactional","Investment Management","Inactive","Yes","Associate"
205,2,"Studdert, Karri",1906,"karri.studdert@lawfirmllp.com","Attorney","Chicago","","","Inactive","Yes","Associate"
206,2,"Sevil, Dwana",1911,"dwana.sevil@lawfirmllp.com","Partner","New York","Litigation","Litigation","Inactive","Yes","Partner"
207,2,"Soulby, Ronnie",1915,"ronnie.soulby@lawfirmllp.com","Vice President, Licensing","Washington, D.C.","Intellectual Property","Patent","Inactive","Yes","Associate"
208,2,"Wymer, Monty",1916,"monty.wymer@lawfirmllp.com","","Chicago","Intellectual Property","Copyright & Trademark","Inactive","Yes","Associate"
209,2,"Milbourne ^, Jonah",1920,"jonah.milbourne ^@lawfirmllp.com","","Chicago","","","Inactive","Yes","Associate"
210,2,"Sillix, Roxann",1930,"roxann.sillix@lawfirmllp.com","Partner","Washington, D.C.","Litigation","Environmental Litigation","Active","","Partner"
211,2,"Boynton, Marcelo",1934,"marcelo.boynton@lawfirmllp.com","","Chicago","","","Inactive","Yes","Associate"
212,2,"Maynell, Michal",1938,"michal.maynell@lawfirmllp.com","","Washington, D.C.","","","Inactive","Yes","Associate"
213,2,"Brailsford, Sherman",1949,"sherman.brailsford@lawfirmllp.com","","","","","Inactive","Yes","Associate"
214,2,"Trippett, Jerrica",1950,"jerrica.trippett@lawfirmllp.com","Senior Legal Counsel and Vice President","Chicago","Transactional","Investment Management","Inactive","Yes","Associate"
215,2,"Kedslie, Cassey",1951,"cassey.kedslie@lawfirmllp.com","Managing Director","Chicago","Transactional","Corporate","Inactive","Yes","Associate"
216,2,"Templeton, Antione",1953,"antione.templeton@lawfirmllp.com","Partner","Chicago","Litigation","International Litigation & Arbitration","Active","","Partner"
217,2,"Farish, Hung",1955,"hung.farish@lawfirmllp.com","Partner","Chicago","","Trusts & Estates","Inactive","Yes","Partner"
218,2,"Pickup, Tracey",1957,"tracey.pickup@lawfirmllp.com","Partner","Chicago","","","Inactive","Yes","Associate"
219,2,"Twyman, Clinton",1958,"clinton.twyman@lawfirmllp.com","Managing Director","Chicago","","","Inactive","Yes","Associate"
220,2,"Lilley, Blanch",1959,"blanch.lilley@lawfirmllp.com","Partner","Washington, D.C.","Litigation","Antitrust & Competitions","Inactive","Yes","Associate"
221,2,"Suddaby, Manual",1961,"manual.suddaby@lawfirmllp.com","Partner","New York","Restructuring","Restructuring","Inactive","Yes","Partner"
